Entity,Code,Year,Hydropower (Terawatt-hours)
Colombia,COL,1972,7.11502099396191
Colombia,COL,1973,7.743348769159313
Colombia,COL,1974,8.79206850905713
Colombia,COL,1975,9.732299999999999
Colombia,COL,1976,10.226420000000001
Colombia,COL,1977,10.451812
Colombia,COL,1978,12.07144
Colombia,COL,1979,13.2593
Colombia,COL,1980,14.44702
Colombia,COL,1981,14.26534
Colombia,COL,1982,15.238536
Colombia,COL,1983,15.365776
Colombia,COL,1984,17.140220000000003
Colombia,COL,1985,18.440772000000003
Colombia,COL,1986,21.332952000000002
Colombia,COL,1987,23.24756
Colombia,COL,1988,24.5194
Colombia,COL,1989,26.78212
Colombia,COL,1990,27.495852
Colombia,COL,1991,27.726080000000003
Colombia,COL,1992,22.280583999999998
Colombia,COL,1993,27.856392
Colombia,COL,1994,32.058392
Colombia,COL,1995,31.9894
Colombia,COL,1996,35.28762418028699
Colombia,COL,1997,31.475759999999998
Colombia,COL,1998,30.781684000000002
Colombia,COL,1999,33.700658000000004
Colombia,COL,2000,30.815718
Colombia,COL,2001,31.632658
Colombia,COL,2002,33.968038
Colombia,COL,2003,36.17636
Colombia,COL,2004,38.330058
Colombia,COL,2005,39.22088800000001
Colombia,COL,2006,42.55789176578996
Colombia,COL,2007,44.241981627730105
Colombia,COL,2008,46.16088280927003
Colombia,COL,2009,40.837366031699936
Colombia,COL,2010,40.55746262644
Colombia,COL,2011,48.427478134560126
Colombia,COL,2012,47.581709764190045
Colombia,COL,2013,44.36279007342986
Colombia,COL,2014,44.74196339773985
Colombia,COL,2015,44.68190236707981
Colombia,COL,2016,47.02422
Czech Republic,CZE,1965,2.231797
Czech Republic,CZE,1966,2.1036344
Czech Republic,CZE,1967,1.8959226
Czech Republic,CZE,1968,1.4672408
Czech Republic,CZE,1969,1.1976574
Czech Republic,CZE,1970,1.7103078
Czech Republic,CZE,1971,1.1755604
Czech Republic,CZE,1972,1.2551096
Czech Republic,CZE,1973,1.082753
Czech Republic,CZE,1974,1.7324048
Czech Republic,CZE,1975,1.8163734
Czech Republic,CZE,1976,1.4407244
Czech Republic,CZE,1977,1.966633
Czech Republic,CZE,1978,1.8252122
Czech Republic,CZE,1979,2.2892492
Czech Republic,CZE,1980,2.3953148
Czech Republic,CZE,1981,2.0594404
Czech Republic,CZE,1982,1.6749526
Czech Republic,CZE,1983,1.6528556
Czech Republic,CZE,1984,1.303723
Czech Republic,CZE,1985,1.6749526
Czech Republic,CZE,1986,1.8738256
Czech Republic,CZE,1987,2.4660252
Czech Republic,CZE,1988,2.1036344
Czech Republic,CZE,1989,1.6395974
Czech Republic,CZE,1990,1.161
Czech Republic,CZE,1991,1.089
Czech Republic,CZE,1992,1.402
Czech Republic,CZE,1993,1.369
Czech Republic,CZE,1994,1.46
Czech Republic,CZE,1995,2.002
Czech Republic,CZE,1996,1.969
Czech Republic,CZE,1997,1.699
Czech Republic,CZE,1998,1.396
Czech Republic,CZE,1999,1.681
Czech Republic,CZE,2000,1.758
Czech Republic,CZE,2001,2.0540000000000003
Czech Republic,CZE,2002,2.492
Czech Republic,CZE,2003,1.383
Czech Republic,CZE,2004,2.0191
Czech Republic,CZE,2005,2.3799099999999997
Czech Republic,CZE,2006,2.55073
Czech Republic,CZE,2007,2.0793380000000004
Czech Republic,CZE,2008,2.0243349999999998
Czech Republic,CZE,2009,2.42962
Czech Republic,CZE,2010,2.7894
Czech Republic,CZE,2011,2.1341
Czech Republic,CZE,2012,2.2315000000000005
Czech Republic,CZE,2013,2.8564
Czech Republic,CZE,2014,1.9091999999999996
Czech Republic,CZE,2015,1.7948000000000002
Czech Republic,CZE,2016,1.9997999999999996
Denmark,DNK,1965,0.022097
Denmark,DNK,1966,0.022097
Denmark,DNK,1967,0.022097
Denmark,DNK,1968,0.022097
Denmark,DNK,1969,0.022097
Denmark,DNK,1970,0.022097
Denmark,DNK,1971,0.022097
Denmark,DNK,1972,0.022097
Denmark,DNK,1973,0.022097
Denmark,DNK,1974,0.022097
Denmark,DNK,1975,0.020999999999999998
Denmark,DNK,1976,0.019
Denmark,DNK,1977,0.025999999999999995
Denmark,DNK,1978,0.027
Denmark,DNK,1979,0.029
Denmark,DNK,1980,0.0341
Denmark,DNK,1981,0.0355
Denmark,DNK,1982,0.030299999999999997
Denmark,DNK,1983,0.0335
Denmark,DNK,1984,0.030199999999999998
Denmark,DNK,1985,0.0297
Denmark,DNK,1986,0.028599999999999997
Denmark,DNK,1987,0.0294
Denmark,DNK,1988,0.032799999999999996
Denmark,DNK,1989,0.0229
Denmark,DNK,1990,0.028
Denmark,DNK,1991,0.0254
Denmark,DNK,1992,0.0277
Denmark,DNK,1993,0.0275
Denmark,DNK,1994,0.032600000000000004
Denmark,DNK,1995,0.030299999999999997
Denmark,DNK,1996,0.0193
Denmark,DNK,1997,0.0192
Denmark,DNK,1998,0.0273
Denmark,DNK,1999,0.0305
Denmark,DNK,2000,0.030199999999999998
Denmark,DNK,2001,0.0276
Denmark,DNK,2002,0.0318
Denmark,DNK,2003,0.0212
Denmark,DNK,2004,0.0265
Denmark,DNK,2005,0.0225
Denmark,DNK,2006,0.023399999999999997
Denmark,DNK,2007,0.0282
Denmark,DNK,2008,0.025799999999999997
Denmark,DNK,2009,0.0189
Denmark,DNK,2010,0.0206418825
Denmark,DNK,2011,0.0168686844
Denmark,DNK,2012,0.017444274166
Denmark,DNK,2013,0.01341946955
Denmark,DNK,2014,0.015103919631999998
Denmark,DNK,2015,0.018030052785000004
Denmark,DNK,2016,0.018578870342999997
Ecuador,ECU,1965,0.3447132
Ecuador,ECU,1966,0.3933266
Ecuador,ECU,1967,0.4375206
Ecuador,ECU,1968,0.4551982
Ecuador,ECU,1969,0.508231
Ecuador,ECU,1970,0.5568444
Ecuador,ECU,1971,0.6098772
Ecuador,ECU,1972,1.0739142
Ecuador,ECU,1973,0.5789414
Ecuador,ECU,1974,0.5789414
Ecuador,ECU,1975,0.6054578
Ecuador,ECU,1976,0.6319742
Ecuador,ECU,1977,0.950171
Ecuador,ECU,1978,1.082753
Ecuador,ECU,1979,0.9766874
Ecuador,ECU,1980,1.1578828
Ecuador,ECU,1981,1.0562366
Ecuador,ECU,1982,1.1843992
Ecuador,ECU,1983,2.2936686
Ecuador,ECU,1984,4.2116882
Ecuador,ECU,1985,3.279
Ecuador,ECU,1986,4.012
Ecuador,ECU,1987,4.57
Ecuador,ECU,1988,4.826
Ecuador,ECU,1989,4.954
Ecuador,ECU,1990,4.9866877
Ecuador,ECU,1991,5.075921
Ecuador,ECU,1992,4.9735809
Ecuador,ECU,1993,5.8101370999999995
Ecuador,ECU,1994,6.5652775000000005
Ecuador,ECU,1995,5.1605513
Ecuador,ECU,1996,6.3434151
Ecuador,ECU,1997,6.5341771
Ecuador,ECU,1998,6.5060954
Ecuador,ECU,1999,7.1767259369400005
Ecuador,ECU,2000,7.611231425514999
Ecuador,ECU,2001,7.070652628787999
Ecuador,ECU,2002,7.5242560301240005
Ecuador,ECU,2003,7.180416910383
Ecuador,ECU,2004,7.411699139289
Ecuador,ECU,2005,6.882639372876
Ecuador,ECU,2006,7.129493192311
Ecuador,ECU,2007,9.037655280444
Ecuador,ECU,2008,11.293333006077999
Ecuador,ECU,2009,9.225407228995
Ecuador,ECU,2010,8.636400921231
Ecuador,ECU,2011,11.133088253311001
Ecuador,ECU,2012,12.237723413637
Ecuador,ECU,2013,11.038824572775999
Ecuador,ECU,2014,11.457895633368
Ecuador,ECU,2015,13.096270011695
Ecuador,ECU,2016,15.59018033035
Egypt,EGY,1965,1.7324048
Egypt,EGY,1966,1.8252122
Egypt,EGY,1967,1.966633
Egypt,EGY,1968,3.0007726
Egypt,EGY,1969,3.9907182
Egypt,EGY,1970,4.6889834
Egypt,EGY,1971,5.0469548
Egypt,EGY,1972,5.1618592
Egypt,EGY,1973,5.1530204
Egypt,EGY,1974,6.1164496
Egypt,EGY,1975,6.7926178
Egypt,EGY,1976,8.0035334
Egypt,EGY,1977,9.037673
Egypt,EGY,1978,9.9303918
Egypt,EGY,1979,9.6077756
Egypt,EGY,1980,9.8022292
Egypt,EGY,1981,10.2132334
Egypt,EGY,1982,10.4916556
Egypt,EGY,1983,9.8154874
Egypt,EGY,1984,9.6298726
Egypt,EGY,1985,8.6664434
Egypt,EGY,1986,9.28074
Egypt,EGY,1987,8.6664434
Egypt,EGY,1988,8.7901866
Egypt,EGY,1989,9.6519696
Egypt,EGY,1990,9.8508426
Egypt,EGY,1991,9.965747
Egypt,EGY,1992,10.3502348
Egypt,EGY,1993,10.7347226
Egypt,EGY,1994,11.1987596
Egypt,EGY,1995,11.49044
Egypt,EGY,1996,11.7688622
Egypt,EGY,1997,12.1047366
Egypt,EGY,1998,13.7575922
Egypt,EGY,1999,14.9773466
Egypt,EGY,2000,14.1818546
Egypt,EGY,2001,14.4160828
Egypt,EGY,2002,13.9962398
Egypt,EGY,2003,13.019
Egypt,EGY,2004,12.644
Egypt,EGY,2005,12.644
Egypt,EGY,2006,12.925
Egypt,EGY,2007,15.51
Egypt,EGY,2008,14.682
Egypt,EGY,2009,12.863
Egypt,EGY,2010,13.046
Egypt,EGY,2011,12.934
Egypt,EGY,2012,14.084
Egypt,EGY,2013,12.94
Egypt,EGY,2014,13.979
Egypt,EGY,2015,13.979
Egypt,EGY,2016,14.017298630136986
Europe & Eurasia,,1965,387.8530228035352
Europe & Eurasia,,1966,421.462674996808
Europe & Eurasia,,1967,417.89701711129266
Europe & Eurasia,,1968,445.9298535368888
Europe & Eurasia,,1969,450.42242705945444
Europe & Eurasia,,1970,475.1956910042423
Europe & Eurasia,,1971,481.18010467880794
Europe & Eurasia,,1972,491.1273637957978
Europe & Eurasia,,1973,496.50396241379786
Europe & Eurasia,,1974,535.9863175550302
Europe & Eurasia,,1975,537.3190529790908
Europe & Eurasia,,1976,517.1613414698181
Europe & Eurasia,,1977,608.408370487818
Europe & Eurasia,,1978,620.6646898229898
Europe & Eurasia,,1979,660.404216012707
Europe & Eurasia,,1980,650.0836724771717
Europe & Eurasia,,1981,658.8092039685454
Europe & Eurasia,,1982,642.8992497568888
Europe & Eurasia,,1983,662.2976237028079
Europe & Eurasia,,1984,691.2929227234747
Europe & Eurasia,,1985,700.2995163643433
Europe & Eurasia,,1986,683.6295436738989
Europe & Eurasia,,1987,730.2035478339593
Europe & Eurasia,,1988,776.0132412546261
Europe & Eurasia,,1989,695.007968576303
Europe & Eurasia,,1990,714.9490497498989
Europe & Eurasia,,1991,728.2691029632323
Europe & Eurasia,,1992,748.6126918292929
Europe & Eurasia,,1993,777.1163478589898
Europe & Eurasia,,1994,787.1121965735354
Europe & Eurasia,,1995,789.6448878555556
Europe & Eurasia,,1996,750.0176264898986
Europe & Eurasia,,1997,770.5521146731311
Europe & Eurasia,,1998,798.9933866509169
Europe & Eurasia,,1999,810.5130900037009
Europe & Eurasia,,2000,835.7587140535645
Europe & Eurasia,,2001,834.6329300535057
Europe & Eurasia,,2002,777.5132104256143
Europe & Eurasia,,2003,738.8902358086933
Europe & Eurasia,,2004,798.8882851764577
Europe & Eurasia,,2005,799.7962009328735
Europe & Eurasia,,2006,789.465070887394
Europe & Eurasia,,2007,794.5079386127437
Europe & Eurasia,,2008,810.9327911459169
Europe & Eurasia,,2009,814.0717163958741
Europe & Eurasia,,2010,873.4242945949852
Europe & Eurasia,,2011,789.2165497582068
Europe & Eurasia,,2012,845.6633334902007
Europe & Eurasia,,2013,894.1460806092299
Europe & Eurasia,,2014,872.0750117968108
Europe & Eurasia,,2015,860.3446397294174
Europe & Eurasia,,2016,891.6930018322398
European Union,,1965,216.8346847535352
European Union,,1966,235.7165906808079
European Union,,1967,227.6905497292928
European Union,,1968,230.97038048888876
European Union,,1969,226.58472294545447
European Union,,1970,240.20458462424233
European Union,,1971,237.8056528808079
European Union,,1972,248.26180157979783
European Union,,1973,247.63861557979783
European Union,,1974,267.6074467030302
European Union,,1975,268.7223379090908
European Union,,1976,236.2018203818181
European Union,,1977,312.216037781818
European Union,,1978,304.4691424989898
European Union,,1979,319.5650734707069
European Union,,1980,303.3504457171716
European Union,,1981,299.5138978545453
European Union,,1982,294.9866612888887
European Union,,1983,301.3949244808079
European Union,,1984,305.93411434747463
European Union,,1985,310.34856383434334
European Union,,1986,295.3276279898988
European Union,,1987,323.16423479595943
European Union,,1988,340.3451432626261
European Union,,1989,278.81190343030283
European Union,,1990,291.9473067206059
European Union,,1991,305.2653752779797
European Union,,1992,318.28391046808065
European Union,,1993,325.4615884737372
European Union,,1994,335.38202577979786
European Union,,1995,334.08744205717153
European Union,,1996,332.2923731822221
European Union,,1997,342.7041320541412
European Union,,1998,356.62513346546245
European Union,,1999,357.0202251073372
European Union,,2000,369.1301812545747
European Union,,2001,383.0304116112834
European Union,,2002,323.84381169813946
European Union,,2003,309.8182302834409
European Union,,2004,329.7917856764173
European Union,,2005,312.3501730913992
European Union,,2006,315.9941061762881
European Union,,2007,315.4409688616331
European Union,,2008,333.3391014686851
European Union,,2009,336.2112662408239
European Union,,2010,378.4731383267637
European Union,,2011,314.08960593420744
European Union,,2012,337.18391867164564
European Union,,2013,370.92988538560434
European Union,,2014,374.5183818351548
European Union,,2015,341.04886096304404
European Union,,2016,347.7962414667438
Finland,FIN,1965,9.353535353535257
Finland,FIN,1966,10.380808080807943
Finland,FIN,1967,11.629292929292793
Finland,FIN,1968,10.488888888888741
Finland,FIN,1969,8.74545454545444
Finland,FIN,1970,9.524242424242319
Finland,FIN,1971,10.680808080807957
Finland,FIN,1972,10.37979797979784
Finland,FIN,1973,10.579797979797847
Finland,FIN,1974,12.703030303030161
Finland,FIN,1975,12.20909090909077
Finland,FIN,1976,9.481818181818056
Finland,FIN,1977,12.181818181818032
Finland,FIN,1978,9.798989898989804
Finland,FIN,1979,10.870707070706963
Finland,FIN,1980,10.217171717171613
Finland,FIN,1981,13.654545454545314
Finland,FIN,1982,13.088888888888713
Finland,FIN,1983,13.580808080807897
Finland,FIN,1984,13.247474747474609
Finland,FIN,1985,12.334343434343301
Finland,FIN,1986,12.389898989898834
Finland,FIN,1987,13.795959595959431
Finland,FIN,1988,13.362626262626096
Finland,FIN,1989,13.030303030302868
Finland,FIN,1990,10.860606060605916
Finland,FIN,1991,13.197979797979661
Finland,FIN,1992,15.108080808080604
Finland,FIN,1993,13.473737373737206
Finland,FIN,1994,11.779797979797852
Finland,FIN,1995,12.917171717171549
Finland,FIN,1996,11.82222222222207
Finland,FIN,1997,11.91414141414128
Finland,FIN,1998,14.926262626262435
Finland,FIN,1999,12.673737373737218
Finland,FIN,2000,14.598989898989732
Finland,FIN,2001,13.14949494949477
Finland,FIN,2002,10.730303030302906
Finland,FIN,2003,9.55050505050495
Finland,FIN,2004,15.015151515151333
Finland,FIN,2005,13.563636363636208
Finland,FIN,2006,11.427272727272577
Finland,FIN,2007,14.132323232323076
Finland,FIN,2008,17.079797979797757
Finland,FIN,2009,12.699999999999848
Finland,FIN,2010,12.871717171717016
Finland,FIN,2011,12.402020202020045
Finland,FIN,2012,16.83535353535332
Finland,FIN,2013,12.799999999999853
Finland,FIN,2014,13.373737373737201
Finland,FIN,2015,16.751515151514948
Finland,FIN,2016,15.77373737373721
France,FRA,1965,46.881092200000005
France,FRA,1966,52.208469199999996
France,FRA,1967,45.3776574
France,FRA,1968,50.4226122
France,FRA,1969,52.942089599999996
France,FRA,1970,56.6814826
France,FRA,1971,48.8567252
France,FRA,1972,48.831467
France,FRA,1973,47.696261799999995
France,FRA,1974,56.230284399999995
France,FRA,1975,60.107937
France,FRA,1976,48.5646282
France,FRA,1977,76.32297659999999
France,FRA,1978,68.3598326
France,FRA,1979,66.4191396
France,FRA,1980,69.52674959999999
France,FRA,1981,72.1951656
France,FRA,1982,70.5748578
France,FRA,1983,69.4430148
France,FRA,1984,65.6901096
France,FRA,1985,62.45333360000001
France,FRA,1986,63.01084519999999
France,FRA,1987,71.0875564
France,FRA,1988,77.1172904
France,FRA,1989,46.842293999999995
France,FRA,1990,54.39442879999999
France,FRA,1991,58.2101448
France,FRA,1992,69.56750319999999
France,FRA,1993,65.49250040000001
France,FRA,1994,79.40751440000003
France,FRA,1995,73.73279600000001
France,FRA,1996,66.6651692
France,FRA,1997,64.3496148
France,FRA,1998,62.673857999999996
France,FRA,1999,73.18200560000001
France,FRA,2000,67.8007532
France,FRA,2001,75.95685239999999
France,FRA,2002,61.1703824
France,FRA,2003,57.875234799999994
France,FRA,2004,59.354562
France,FRA,2005,51.465989199999996
France,FRA,2006,57.14834349488
France,FRA,2007,58.776143549817604
France,FRA,2008,64.49486848568921
France,FRA,2009,57.758638548841994
France,FRA,2010,63.73435519422641
France,FRA,2011,46.001500771600796
France,FRA,2012,59.5612916617976
France,FRA,2013,70.1929048959164
France,FRA,2014,62.4384420648916
France,FRA,2015,54.3671250241657
France,FRA,2016,59.50623882453732
Germany,DEU,1965,16.2122092
Germany,DEU,1966,17.5339978
Germany,DEU,1967,16.6523118
Germany,DEU,1968,16.8989908
Germany,DEU,1969,13.7134778
Germany,DEU,1970,17.5336782
Germany,DEU,1971,13.4551882
Germany,DEU,1972,13.2058944
Germany,DEU,1973,15.229461800000001
Germany,DEU,1974,17.6381318
Germany,DEU,1975,17.059123399999997
Germany,DEU,1976,13.846833
Germany,DEU,1977,17.5821604
Germany,DEU,1978,18.3622344
Germany,DEU,1979,18.383686599999997
Germany,DEU,1980,19.069143
Germany,DEU,1981,19.914673399999998
Germany,DEU,1982,19.737993
Germany,DEU,1983,18.7120174
Germany,DEU,1984,18.4791744
Germany,DEU,1985,17.4006496
Germany,DEU,1986,18.5719818
Germany,DEU,1987,20.342969999999998
Germany,DEU,1988,20.079390800000002
Germany,DEU,1989,18.243727800000002
Germany,DEU,1990,17.335
Germany,DEU,1991,15.85
Germany,DEU,1992,18.635
Germany,DEU,1993,18.96
Germany,DEU,1994,20.195
Germany,DEU,1995,21.556
Germany,DEU,1996,18.818
Germany,DEU,1997,18.952
Germany,DEU,1998,19.002
Germany,DEU,1999,20.686
Germany,DEU,2000,24.86675
Germany,DEU,2001,23.241
Germany,DEU,2002,23.66175
Germany,DEU,2003,17.722
Germany,DEU,2004,20.096
Germany,DEU,2005,19.639
Germany,DEU,2006,20.0085
Germany,DEU,2007,21.169
Germany,DEU,2008,20.443
Germany,DEU,2009,19.031
Germany,DEU,2010,20.953
Germany,DEU,2011,17.672274
Germany,DEU,2012,22.09
Germany,DEU,2013,22.998
Germany,DEU,2014,19.58710177
Germany,DEU,2015,18.97715888
Germany,DEU,2016,21
Greece,GRC,1965,0.8308472
Greece,GRC,1966,1.8915032
Greece,GRC,1967,1.8163734
Greece,GRC,1968,1.502596
Greece,GRC,1969,2.2583134
Greece,GRC,1970,2.9212234
Greece,GRC,1971,2.9433204
Greece,GRC,1972,2.9654174
Greece,GRC,1973,2.4616058
Greece,GRC,1974,2.231797
Greece,GRC,1975,2.2273776
Greece,GRC,1976,2.077118
Greece,GRC,1977,2.1301508
Greece,GRC,1978,3.3101306
Greece,GRC,1979,3.9509436
Greece,GRC,1980,3.7741676
Greece,GRC,1981,3.3454858
Greece,GRC,1982,3.5045842
Greece,GRC,1983,2.3378626
Greece,GRC,1984,2.8593518
Greece,GRC,1985,2.8018996
Greece,GRC,1986,3.2369052
Greece,GRC,1987,2.7814174
Greece,GRC,1988,2.3671878
Greece,GRC,1989,1.9052478000000002
Greece,GRC,1990,1.7690000000000001
Greece,GRC,1991,3.0989999999999998
Greece,GRC,1992,2.203
Greece,GRC,1993,2.282
Greece,GRC,1994,2.599
Greece,GRC,1995,3.529
Greece,GRC,1996,4.348
Greece,GRC,1997,3.882
Greece,GRC,1998,3.717
Greece,GRC,1999,4.592
Greece,GRC,2000,3.6929999999999996
Greece,GRC,2001,2.097
Greece,GRC,2002,2.8
Greece,GRC,2003,4.766
Greece,GRC,2004,4.672
Greece,GRC,2005,5.017
Greece,GRC,2006,5.864999999999999
Greece,GRC,2007,2.5909999999999997
Greece,GRC,2008,3.3120000000000003
Greece,GRC,2009,5.374
Greece,GRC,2010,7.46
Greece,GRC,2011,4.011
Greece,GRC,2012,4.4030000000000005
Greece,GRC,2013,6.346
Greece,GRC,2014,4.476
Greece,GRC,2015,6.098000000000001
Greece,GRC,2016,5.360067878636063
Hong Kong,HKG,1965,0
Hong Kong,HKG,1966,0
Hong Kong,HKG,1967,0
Hong Kong,HKG,1968,0
Hong Kong,HKG,1969,0
Hong Kong,HKG,1970,0
Hong Kong,HKG,1971,0
Hong Kong,HKG,1972,0
Hong Kong,HKG,1973,0
Hong Kong,HKG,1974,0
Hong Kong,HKG,1975,0
Hong Kong,HKG,1976,0
Hong Kong,HKG,1977,0
Hong Kong,HKG,1978,0
Hong Kong,HKG,1979,0
Hong Kong,HKG,1980,0
Hong Kong,HKG,1981,0
Hong Kong,HKG,1982,0
Hong Kong,HKG,1983,0
Hong Kong,HKG,1984,0
Hong Kong,HKG,1985,0
Hong Kong,HKG,1986,0
Hong Kong,HKG,1987,0
Hong Kong,HKG,1988,0
Hong Kong,HKG,1989,0
Hong Kong,HKG,1990,0
Hong Kong,HKG,1991,0
Hong Kong,HKG,1992,0
Hong Kong,HKG,1993,0
Hong Kong,HKG,1994,0
Hong Kong,HKG,1995,0
Hong Kong,HKG,1996,0
Hong Kong,HKG,1997,0
Hong Kong,HKG,1998,0
Hong Kong,HKG,1999,0
Hong Kong,HKG,2000,0
Hong Kong,HKG,2001,0
Hong Kong,HKG,2002,0
Hong Kong,HKG,2003,0
Hong Kong,HKG,2004,0
Hong Kong,HKG,2005,0
Hong Kong,HKG,2006,0
Hong Kong,HKG,2007,0
Hong Kong,HKG,2008,0
Hong Kong,HKG,2009,0
Hong Kong,HKG,2010,0
Hong Kong,HKG,2011,0
Hong Kong,HKG,2012,0
Hong Kong,HKG,2013,0
Hong Kong,HKG,2014,0
Hong Kong,HKG,2015,0
Hong Kong,HKG,2016,0
Hungary,HUN,1965,0.0707104
Hungary,HUN,1966,0.1060656
Hungary,HUN,1967,0.0795492
Hungary,HUN,1968,0.0928074
Hungary,HUN,1969,0.0928074
Hungary,HUN,1970,0.0928074
Hungary,HUN,1971,0.0928074
Hungary,HUN,1972,0.1060656
Hungary,HUN,1973,0.0928074
Hungary,HUN,1974,0.0795492
Hungary,HUN,1975,0.1635178
Hungary,HUN,1976,0.1635178
Hungary,HUN,1977,0.1502596
Hungary,HUN,1978,0.1414208
Hungary,HUN,1979,0.1414208
Hungary,HUN,1980,0.1149044
Hungary,HUN,1981,0.1635178
Hungary,HUN,1982,0.1635178
Hungary,HUN,1983,0.1502596
Hungary,HUN,1984,0.1856148
Hungary,HUN,1985,0.1502596
Hungary,HUN,1986,0.1502596
Hungary,HUN,1987,0.1723566
Hungary,HUN,1988,0.1723566
Hungary,HUN,1989,0.1635178
Hungary,HUN,1990,0.1723566
Hungary,HUN,1991,0.198873
Hungary,HUN,1992,0.1635178
Hungary,HUN,1993,0.1635178
Hungary,HUN,1994,0.1635178
Hungary,HUN,1995,0.1635178
Hungary,HUN,1996,0.2077118
Hungary,HUN,1997,0.22097
Hungary,HUN,1998,0.1502596
Hungary,HUN,1999,0.1856148
Hungary,HUN,2000,0.176776
Hungary,HUN,2001,0.1856148
Hungary,HUN,2002,0.1944536
Hungary,HUN,2003,0.1723566
Hungary,HUN,2004,0.2032924
Hungary,HUN,2005,0.202
Hungary,HUN,2006,0.186
Hungary,HUN,2007,0.21
Hungary,HUN,2008,0.213
Hungary,HUN,2009,0.228
Hungary,HUN,2010,0.188
Hungary,HUN,2011,0.222
Hungary,HUN,2012,0.213
Hungary,HUN,2013,0.213
Hungary,HUN,2014,0.301
Hungary,HUN,2015,0.234
Hungary,HUN,2016,0.2608017621145372
India,IND,1965,19.1669378
India,IND,1966,20.0154626
India,IND,1967,22.3975192
India,IND,1968,25.8490706
India,IND,1969,28.6995836
India,IND,1970,30.4364078
India,IND,1971,33.3841476
India,IND,1972,32.4030408
India,IND,1973,34.5066752
India,IND,1974,33.2029522
India,IND,1975,39.6685344
India,IND,1976,41.498166
India,IND,1977,45.276753
India,IND,1978,56.1749934
India,IND,1979,54.1685858
India,IND,1980,55.441373
India,IND,1981,59.0829586
India,IND,1982,49.8596708
India,IND,1983,48.0432974
India,IND,1984,53.6824518
India,IND,1985,51.8130456
India,IND,1986,52.568763
India,IND,1987,48.9625326
India,IND,1988,54.6149452
India,IND,1989,63.3697766
India,IND,1990,66.3970656
India,IND,1991,73.9188844
India,IND,1992,70.0607482
India,IND,1993,70.732497
India,IND,1994,80.21211
India,IND,1995,75.9208726
India,IND,1996,69.0575444
India,IND,1997,70.2110078
India,IND,1998,83.6327256
India,IND,1999,82.2494534
India,IND,2000,76.9903674
India,IND,2001,72.0229618
India,IND,2002,68.544894
India,IND,2003,69.296192
India,IND,2004,83.8404374
India,IND,2005,97.42
India,IND,2006,112.61717438356165
India,IND,2007,122.61294000000001
India,IND,2008,115.16896000000001
India,IND,2009,106.33819
India,IND,2010,108.74431
India,IND,2011,131.70444
India,IND,2012,115.77617
India,IND,2013,131.98292999999998
India,IND,2014,138.99650999999997
India,IND,2015,133.28255
India,IND,2016,128.79560534246576
Indonesia,IDN,1965,1.8252122
Indonesia,IDN,1966,2.3732178
Indonesia,IDN,1967,2.6648982
Indonesia,IDN,1968,3.292453
Indonesia,IDN,1969,3.4427126
Indonesia,IDN,1970,4.1851718
Indonesia,IDN,1971,1.3788528
Indonesia,IDN,1972,1.2330126
Indonesia,IDN,1973,1.5556288
Indonesia,IDN,1974,1.723566
Indonesia,IDN,1975,1.8075346
Indonesia,IDN,1976,1.060656
Indonesia,IDN,1977,1.7633406
Indonesia,IDN,1978,1.259529
Indonesia,IDN,1979,1.4009498
Indonesia,IDN,1980,1.2683678
Indonesia,IDN,1981,1.2639484
Indonesia,IDN,1982,1.3788528
Indonesia,IDN,1983,2.0726986
Indonesia,IDN,1984,2.2627328
Indonesia,IDN,1985,2.7665444
Indonesia,IDN,1986,4.4547552
Indonesia,IDN,1987,4.5829178
Indonesia,IDN,1988,5.0336966
Indonesia,IDN,1989,6.2799674
Indonesia,IDN,1990,5.6745096
Indonesia,IDN,1991,5.6656708
Indonesia,IDN,1992,8.5692166
Indonesia,IDN,1993,7.8400156
Indonesia,IDN,1994,6.8854252
Indonesia,IDN,1995,7.51298
Indonesia,IDN,1996,8.1405348
Indonesia,IDN,1997,5.1530204
Indonesia,IDN,1998,9.6519696
Indonesia,IDN,1999,9.3735474
Indonesia,IDN,2000,10.0187798
Indonesia,IDN,2001,11.6583772
Indonesia,IDN,2002,9.94365
Indonesia,IDN,2003,9.081
Indonesia,IDN,2004,9.673
Indonesia,IDN,2005,10.759
Indonesia,IDN,2006,9.623
Indonesia,IDN,2007,11.286
Indonesia,IDN,2008,11.528
Indonesia,IDN,2009,11.384
Indonesia,IDN,2010,17.456
Indonesia,IDN,2011,12.419
Indonesia,IDN,2012,12.799
Indonesia,IDN,2013,16.93
Indonesia,IDN,2014,15.148
Indonesia,IDN,2015,13.741
Indonesia,IDN,2016,14.4445
Iran,IRN,1965,1.7191466
Iran,IRN,1966,1.8473092
Iran,IRN,1967,1.98873
Iran,IRN,1968,2.1389896
Iran,IRN,1969,2.3025074
Iran,IRN,1970,2.4792834
Iran,IRN,1971,2.6648982
Iran,IRN,1972,3.5001648
Iran,IRN,1973,2.9654174
Iran,IRN,1974,3.2659366
Iran,IRN,1975,3.4294544
Iran,IRN,1976,3.8360392
Iran,IRN,1977,3.9642018
Iran,IRN,1978,6.209257
Iran,IRN,1979,5.3828292
Iran,IRN,1980,5.5817022
Iran,IRN,1981,6.0943526
Iran,IRN,1982,6.3948718
Iran,IRN,1983,6.2578704
Iran,IRN,1984,5.8512856
